x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.674364,0.742975,-0.0,0.636527,0.704817,-0.011401,0.614571,0.636831,-0.015515,0.6039,0.578384,-0.022358,0.599939,0.530099,-0.025819,0.635952,0.581797,0.010247,0.631493,0.527314,-0.012911,0.628659,0.560694,-0.025387,0.630527,0.593006,-0.028808,0.665232,0.586647,0.006295,0.662869,0.534083,-0.017151,0.653361,0.58731,-0.02299,0.655042,0.614194,-0.018896,0.694295,0.600288,-0.002481,0.692068,0.559443,-0.025468,0.678875,0.611313,-0.018571,0.678705,0.634437,-0.00579,0.72371,0.621029,-0.012627,0.720504,0.584531,-0.022811,0.706043,0.615741,-0.013389,0.702962,0.633963,-0.001956,A
0.652513,0.740579,-0.0,0.612937,0.703128,-0.010332,0.588545,0.637313,-0.014565,0.575613,0.581447,-0.021885,0.570969,0.534795,-0.025816,0.609077,0.581593,0.010026,0.60134,0.526167,-0.013001,0.597811,0.557408,-0.024303,0.600649,0.591508,-0.026677,0.638094,0.58428,0.005332,0.632177,0.530889,-0.018648,0.623649,0.585907,-0.023294,0.627322,0.613864,-0.017781,0.667704,0.595963,-0.004059,0.661144,0.555271,-0.026999,0.649952,0.60846,-0.018949,0.652276,0.632118,-0.00513,0.698027,0.615173,-0.014801,0.690536,0.58003,-0.024463,0.677062,0.611776,-0.014333,0.676345,0.629541,-0.002301,A
0.631205,0.738741,-0.0,0.589357,0.706326,-0.010516,0.562552,0.638559,-0.013667,0.548413,0.581491,-0.019771,0.541432,0.535963,-0.022282,0.581788,0.580481,0.011271,0.571325,0.526024,-0.012698,0.568558,0.563499,-0.024694,0.573588,0.596916,-0.027586,0.610917,0.580909,0.006557,0.601366,0.530077,-0.017984,0.594457,0.587009,-0.022665,0.600523,0.612211,-0.017188,0.640744,0.59077,-0.003222,0.630688,0.552923,-0.025978,0.621776,0.607619,-0.01739,0.626989,0.627412,-0.003582,0.671982,0.607325,-0.01454,0.659549,0.577485,-0.023573,0.648357,0.611607,-0.01324,0.651534,0.626431,-0.00137,A
0.599981,0.736072,-0.0,0.557018,0.704699,-0.009005,0.5276,0.639563,-0.012094,0.510781,0.586626,-0.018545,0.501806,0.543935,-0.021261,0.543678,0.578476,0.011001,0.528433,0.523684,-0.013925,0.528001,0.56708,-0.026068,0.535293,0.60196,-0.028892,0.572865,0.577193,0.005253,0.558416,0.530961,-0.020151,0.555658,0.591272,-0.024321,0.564073,0.615322,-0.018631,0.603336,0.585162,-0.005576,0.588838,0.549402,-0.02925,0.58389,0.608397,-0.019653,0.591311,0.628451,-0.005158,0.635408,0.600229,-0.017844,0.619473,0.572135,-0.027573,0.609855,0.610725,-0.01676,0.614352,0.626731,-0.004486,A
0.580981,0.752137,-1e-06,0.533982,0.717021,-0.006369,0.503494,0.652502,-0.007992,0.486053,0.599177,-0.01406,0.472597,0.555458,-0.016627,0.519569,0.592027,0.018072,0.500605,0.536283,-0.006628,0.499834,0.578746,-0.019648,0.507592,0.613091,-0.022927,0.547229,0.588888,0.011146,0.528965,0.53988,-0.01422,0.527606,0.600071,-0.019837,0.537709,0.624501,-0.014776,0.577184,0.594639,-0.001006,0.559331,0.556911,-0.024028,0.556836,0.615885,-0.015164,0.566536,0.636081,-0.001025,0.609457,0.607884,-0.01455,0.590577,0.579,-0.023152,0.582054,0.618116,-0.012034,0.588341,0.634821,0.000461,A
0.541111,0.777731,-1e-06,0.492684,0.749312,-0.004082,0.458728,0.689787,-0.003926,0.438953,0.641734,-0.008582,0.426387,0.604027,-0.009955,0.470105,0.626276,0.02069,0.442963,0.578795,-0.002463,0.443173,0.619892,-0.014099,0.453994,0.649428,-0.016667,0.495314,0.619181,0.012527,0.469613,0.573721,-0.012529,0.472135,0.633403,-0.01768,0.486728,0.65581,-0.011789,0.524599,0.62089,-0.000612,0.50142,0.589489,-0.023476,0.503224,0.650184,-0.01483,0.516324,0.668169,-0.000503,0.557469,0.630396,-0.014973,0.533852,0.60736,-0.023122,0.528127,0.648841,-0.012011,0.53753,0.663639,0.00057,A
0.54943,0.771093,-1e-06,0.500588,0.741574,-0.006557,0.466138,0.67874,-0.007904,0.445817,0.628447,-0.013476,0.431078,0.588794,-0.015434,0.479822,0.614777,0.01814,0.455934,0.566287,-0.006239,0.456412,0.610577,-0.018793,0.46711,0.643595,-0.021727,0.506098,0.610092,0.011424,0.483914,0.567975,-0.013605,0.484952,0.629731,-0.018362,0.498225,0.652793,-0.012659,0.535307,0.613885,-0.000607,0.513746,0.581579,-0.023442,0.513591,0.641379,-0.014313,0.525841,0.659974,1.6e-05,0.567339,0.624993,-0.014064,0.545362,0.60148,-0.022686,0.539131,0.641847,-0.011859,0.547953,0.656792,0.000501,A
0.578628,0.751555,-1e-06,0.532631,0.719368,-0.006709,0.501708,0.657416,-0.008164,0.482599,0.604955,-0.013787,0.469396,0.560932,-0.01579,0.51485,0.594768,0.018619,0.496425,0.542237,-0.005654,0.496402,0.585047,-0.018923,0.504292,0.618195,-0.022612,0.541805,0.590075,0.011915,0.525242,0.542853,-0.013291,0.524104,0.601731,-0.019872,0.533363,0.627356,-0.015737,0.571242,0.594611,8.7e-05,0.555315,0.559162,-0.022662,0.552906,0.617149,-0.014992,0.561441,0.638463,-0.001767,0.603542,0.605904,-0.013117,0.58548,0.579166,-0.021653,0.577338,0.617897,-0.01148,0.58251,0.634952,0.000273,A
0.692767,0.835901,0.0,0.648132,0.811972,-0.015619,0.619373,0.763524,-0.02553,0.609485,0.714703,-0.035319,0.627876,0.681736,-0.044558,0.650995,0.676084,-0.007267,0.646803,0.608992,-0.022214,0.645305,0.568261,-0.036023,0.646615,0.532407,-0.046319,0.676297,0.668547,-0.010516,0.672596,0.593914,-0.022368,0.669781,0.547167,-0.033718,0.66719,0.506177,-0.042283,0.701313,0.674046,-0.01683,0.700238,0.603023,-0.027802,0.699408,0.559283,-0.035414,0.697278,0.520775,-0.041202,0.727329,0.69101,-0.025201,0.730453,0.636961,-0.034611,0.730019,0.601769,-0.038777,0.728011,0.567833,-0.041869,B
0.619366,0.81299,0.0,0.571986,0.788937,-0.014099,0.541741,0.738044,-0.022039,0.535258,0.689947,-0.029764,0.550249,0.660144,-0.036994,0.573394,0.645623,-0.007854,0.569116,0.574248,-0.021973,0.567885,0.531085,-0.035258,0.568325,0.494174,-0.045056,0.600496,0.637317,-0.011456,0.595661,0.558088,-0.022327,0.592702,0.507303,-0.033611,0.590586,0.463624,-0.042265,0.627173,0.641931,-0.017812,0.624726,0.566679,-0.028015,0.623932,0.519209,-0.036354,0.623289,0.478869,-0.042767,0.654708,0.657838,-0.026015,0.656617,0.602137,-0.034774,0.655509,0.564966,-0.038892,0.65432,0.530065,-0.041992,B
0.463249,0.764205,0.0,0.416577,0.738493,-0.015248,0.389379,0.688919,-0.02459,0.383947,0.642741,-0.033916,0.391395,0.604309,-0.043151,0.419341,0.58976,-0.011594,0.411997,0.513679,-0.027555,0.407834,0.467295,-0.041906,0.404979,0.426479,-0.05248,0.444947,0.579968,-0.016467,0.437016,0.494727,-0.029921,0.431328,0.439362,-0.043629,0.426736,0.390101,-0.05397,0.47131,0.584739,-0.024023,0.466695,0.502703,-0.03738,0.46425,0.449946,-0.048357,0.461545,0.403322,-0.056258,0.49964,0.60088,-0.033318,0.499996,0.536731,-0.045,0.498189,0.495011,-0.050662,0.495831,0.455716,-0.054587,B
0.392247,0.795017,0.0,0.342241,0.780393,-0.004364,0.312541,0.738044,-0.007823,0.302647,0.694617,-0.013495,0.300619,0.655658,-0.019253,0.324419,0.626317,0.004527,0.307654,0.553707,-0.006431,0.295512,0.510689,-0.017917,0.285576,0.473122,-0.026917,0.346139,0.609699,-0.004725,0.325352,0.527982,-0.014529,0.31074,0.475811,-0.026629,0.298716,0.430894,-0.036032,0.370643,0.607813,-0.016264,0.353442,0.526406,-0.026616,0.342303,0.476068,-0.03644,0.331452,0.433096,-0.043914,0.399576,0.617235,-0.02883,0.391524,0.553,-0.038167,0.382763,0.512068,-0.043076,0.373146,0.474802,-0.046733,B
0.449175,0.798579,0.0,0.398389,0.788359,-0.014118,0.363185,0.747947,-0.024746,0.349243,0.703272,-0.03604,0.350423,0.658046,-0.047287,0.371708,0.636873,-0.009839,0.353203,0.56297,-0.026891,0.340315,0.518792,-0.042058,0.330091,0.479236,-0.053139,0.394877,0.619727,-0.016457,0.373426,0.535807,-0.031354,0.3581,0.482202,-0.045919,0.344676,0.434237,-0.056719,0.421166,0.617299,-0.025802,0.404027,0.534198,-0.039744,0.392896,0.481691,-0.050422,0.381489,0.436139,-0.058209,0.451652,0.626906,-0.036892,0.441873,0.562029,-0.048586,0.432673,0.519354,-0.053745,0.422104,0.480498,-0.057367,B
0.493437,0.788114,0.0,0.440588,0.769628,-0.017659,0.407394,0.721278,-0.02872,0.399723,0.673256,-0.039542,0.407502,0.631276,-0.050545,0.431718,0.613784,-0.014038,0.41975,0.536674,-0.031555,0.412181,0.489462,-0.047469,0.406258,0.447038,-0.059546,0.459024,0.600713,-0.01921,0.445326,0.514336,-0.034606,0.434999,0.459537,-0.050877,0.425794,0.408864,-0.063416,0.486583,0.603258,-0.027187,0.477974,0.519187,-0.042085,0.47166,0.466519,-0.054766,0.46496,0.419222,-0.064459,0.515852,0.618565,-0.037117,0.512733,0.554769,-0.050459,0.50849,0.511857,-0.057393,0.503321,0.4701,-0.062708,B
0.566525,0.784792,0.0,0.515713,0.753885,-0.013411,0.484589,0.696172,-0.022322,0.477336,0.643407,-0.031943,0.493078,0.605009,-0.041402,0.517729,0.596763,-0.008289,0.512917,0.516309,-0.025115,0.511238,0.467431,-0.039697,0.511632,0.424383,-0.050337,0.54667,0.587939,-0.014877,0.541879,0.497035,-0.029345,0.538881,0.439461,-0.042625,0.536496,0.388772,-0.052225,0.575991,0.594534,-0.024297,0.574776,0.507614,-0.038449,0.574842,0.452799,-0.048279,0.573436,0.404803,-0.055126,0.606471,0.613883,-0.035435,0.610332,0.548435,-0.047447,0.610029,0.504334,-0.052462,0.607638,0.46226,-0.055796,B
0.609653,0.784038,0.0,0.559092,0.752446,-0.014899,0.530715,0.691922,-0.023644,0.527353,0.637201,-0.03258,0.544589,0.603185,-0.041693,0.570496,0.594131,-0.009972,0.57033,0.514437,-0.026156,0.571158,0.466454,-0.041007,0.573403,0.424275,-0.052342,0.600816,0.588694,-0.01544,0.601128,0.498376,-0.029225,0.600752,0.442439,-0.043559,0.600192,0.392955,-0.0546,0.629866,0.598316,-0.023691,0.634372,0.511364,-0.037723,0.63727,0.457045,-0.049537,0.638296,0.409411,-0.058437,0.659079,0.620789,-0.033632,0.667638,0.555824,-0.04642,0.670841,0.512317,-0.053243,0.671871,0.47017,-0.058423,B
0.65878,0.793058,0.0,0.607523,0.75804,-0.018002,0.578764,0.695691,-0.02908,0.573873,0.636826,-0.040123,0.59761,0.605092,-0.050993,0.623034,0.60292,-0.012205,0.625608,0.524347,-0.031101,0.628814,0.47561,-0.047437,0.634659,0.432773,-0.05938,0.654591,0.597737,-0.016848,0.658258,0.50863,-0.032546,0.661127,0.451605,-0.046321,0.663639,0.400701,-0.056303,0.684409,0.60832,-0.024797,0.691188,0.525396,-0.039852,0.696153,0.47171,-0.05001,0.698696,0.423363,-0.057052,0.713314,0.632393,-0.034925,0.722519,0.568934,-0.047627,0.726287,0.526017,-0.053277,0.728127,0.484045,-0.057164,B
0.701662,0.799488,0.0,0.655145,0.755972,-0.018949,0.630951,0.689479,-0.030796,0.628932,0.630841,-0.042412,0.654579,0.601221,-0.053567,0.680234,0.603096,-0.013021,0.687165,0.524897,-0.033209,0.69418,0.477166,-0.050506,0.704002,0.435647,-0.062823,0.710618,0.601373,-0.016957,0.720457,0.514034,-0.033369,0.727342,0.457969,-0.047246,0.73359,0.407399,-0.057115,0.73876,0.615325,-0.024329,0.751684,0.533915,-0.039507,0.760644,0.481597,-0.049,0.766782,0.434347,-0.05536,0.764851,0.643426,-0.034053,0.778768,0.582397,-0.046493,0.785411,0.540831,-0.051529,0.789718,0.500434,-0.054785,B
